motif	tf.gene	tf.ensg
KLF16_DBD	KLF16	ENSG00000129911
Klf12_DBD	KLF12	ENSG00000118922
MAFK_DBD_1	MAFK	ENSG00000198517
MEF2D_DBD	MEF2D	ENSG00000116604
MEIS2_DBD_1	MEIS2	ENSG00000134138
MEIS2_DBD_2	MEIS2	ENSG00000134138
MEOX1_full	MEOX1	ENSG00000005102
MEOX2_DBD_3	MEOX2	ENSG00000106511
MESP1_DBD	MESP1	ENSG00000166823
MGA_DBD_1	MGA	ENSG00000174197
UP00220_1 Nkx1-1_3856.3	NKX1-1	ENSG00000235608
UP00139_1 Nkx1-2_3214.1	NKX1-2	ENSG00000229544
UP00147_1 Nkx2-6_3437.1	NKX2-6	ENSG00000180053
UP00238_1 Nkx6-3_3446.1	NKX6-3	ENSG00000165066
gr09.v1_Phd1_deBruijn UP00351	HYKK	ENSG00000188266
gr09.v1_Yap1_deBruijn UP00327	YAP1	ENSG00000137693
sci09.v1_Bbx_3753 UP00012	BBX	ENSG00000114439
sci09.v1_Nr2f2_2192 UP00009	NR2F2	ENSG00000185551
sci09.v1_Osr1_3033 UP00027	OSR1	ENSG00000143867
sci09.v1_Plagl1_0972 UP00088	PLAGL1	ENSG00000118495
sci09.v1_Sp100_2947 UP00049	SP100	ENSG00000067066
sci09.v1_Zbtb12_2932 UP00019	ZBTB12	ENSG00000204366
sci09.v1_Zbtb3_1048 UP00031	ZBTB3	ENSG00000185670
sci09.v2_Bbx_3753 UP00012	BBX	ENSG00000114439
sci09.v2_Nr2f2_2192 UP00009	NR2F2	ENSG00000185551
sci09.v2_Osr1_3033 UP00027	OSR1	ENSG00000143867
sci09.v2_Plagl1_0972 UP00088	PLAGL1	ENSG00000118495
sci09.v2_Sp100_2947 UP00049	SP100	ENSG00000067066
sci09.v2_Zbtb12_2932 UP00019	ZBTB12	ENSG00000204366
sci09.v2_Zbtb3_1048 UP00031	ZBTB3	ENSG00000185670
MA0002.2	RUNX2	ENSG00000124813
MA0002.2	RUNX3	ENSG00000020633
MA0003.3	TFAP2B	ENSG00000008196
MA0003.3	TFAP2C	ENSG00000087510
MA0003.3	TFAP2D	ENSG00000008197
MA0003.3	TFAP2E	ENSG00000116819
MA0004.1	NPAS4	ENSG00000174576
MA0004.1	SOHLH1	ENSG00000165643
MA0004.1	SOHLH2	ENSG00000120669
MA0004.1	TCFL5	ENSG00000101190
MA0004.1	NCOA1	ENSG00000084676
MA0004.1	NCOA2	ENSG00000140396
MA0004.1	NCOA3	ENSG00000124151
MA0004.1	ARNT2	ENSG00000172379
MA0004.1	ARNTL	ENSG00000133794
MA0004.1	ARNTL2	ENSG00000029153
MA0004.1	CLOCK	ENSG00000134852
MA0004.1	NPAS2	ENSG00000170485
MA0004.1	AHR	ENSG00000106546
MA0004.1	AHRR	ENSG00000063438
MA0004.1	SIM1	ENSG00000112246
MA0004.1	SIM2	ENSG00000159263
MA0004.1	EPAS1	ENSG00000116016
MA0004.1	NPAS1	ENSG00000130751
MA0004.1	NPAS3	ENSG00000151322
MA0006.1	NPAS4	ENSG00000174576
MA0006.1	SOHLH1	ENSG00000165643
MA0006.1	SOHLH2	ENSG00000120669
MA0006.1	TCFL5	ENSG00000101190
MA0006.1	NCOA1	ENSG00000084676
MA0006.1	NCOA2	ENSG00000140396
MA0006.1	NCOA3	ENSG00000124151
MA0006.1	ARNT2	ENSG00000172379
MA0006.1	ARNTL	ENSG00000133794
MA0006.1	ARNTL2	ENSG00000029153
MA0006.1	CLOCK	ENSG00000134852
MA0006.1	NPAS2	ENSG00000170485
MA0006.1	AHRR	ENSG00000063438
MA0006.1	SIM1	ENSG00000112246
MA0006.1	SIM2	ENSG00000159263
MA0006.1	EPAS1	ENSG00000116016
MA0006.1	NPAS1	ENSG00000130751
MA0006.1	NPAS3	ENSG00000151322
MA0009.2	TBX19	ENSG00000143178
MA0014.2	PAX2	ENSG00000075891
MA0014.2	PAX8	ENSG00000125618
MA0014.2	PAX1	ENSG00000125813
MA0014.2	PAX9	ENSG00000198807
MA0019.1	DBP	ENSG00000105516
MA0019.1	HLF	ENSG00000108924
MA0019.1	TEF	ENSG00000167074
MA0019.1	NFIL3	ENSG00000165030
MA0024.3	E2F2	ENSG00000007968
MA0024.3	E2F3	ENSG00000112242
MA0024.3	E2F4	ENSG00000205250
MA0024.3	E2F5	ENSG00000133740
MA0024.3	E2F6	ENSG00000169016
MA0024.3	E2F7	ENSG00000165891
MA0024.3	E2F8	ENSG00000129173
MA0025.1	DBP	ENSG00000105516
MA0025.1	HLF	ENSG00000108924
MA0025.1	TEF	ENSG00000167074
MA0025.1	DDIT3	ENSG00000175197
MA0027.2	NANOG	ENSG00000111704
MA0027.2	NOTO	ENSG00000214513
MA0027.2	VENTX	ENSG00000151650
MA0027.2	BSX	ENSG00000188909
MA0027.2	HHEX	ENSG00000152804
MA0027.2	HLX	ENSG00000136630
MA0027.2	EN2	ENSG00000164778
MA0027.2	EMX1	ENSG00000135638
MA0027.2	EMX2	ENSG00000170370
MA0027.2	DLX1	ENSG00000144355
MA0027.2	DLX2	ENSG00000115844
MA0027.2	DLX3	ENSG00000064195
MA0027.2	DLX4	ENSG00000108813
MA0027.2	DLX5	ENSG00000105880
MA0027.2	DLX6	ENSG00000006377
MA0027.2	DBX1	ENSG00000109851
MA0027.2	DBX2	ENSG00000185610
MA0027.2	VAX1	ENSG00000148704
MA0027.2	VAX2	ENSG00000116035
MA0027.2	TLX1	ENSG00000107807
MA0027.2	TLX2	ENSG00000115297
MA0027.2	TLX3	ENSG00000164438
MA0027.2	BARX1	ENSG00000131668
MA0027.2	BARX2	ENSG00000043039
MA0027.2	HMX1	ENSG00000215612
MA0027.2	HMX2	ENSG00000188816
MA0027.2	HMX3	ENSG00000188620
MA0027.2	MSX1	ENSG00000163132
MA0027.2	MSX2	ENSG00000120149
MA0027.2	LBX1	ENSG00000138136
MA0027.2	LBX2	ENSG00000179528
MA0027.2	BARHL1	ENSG00000125492
MA0027.2	BARHL2	ENSG00000143032
MA0027.2	NR2E1	ENSG00000112333
MA0028.2	SPDEF	ENSG00000124664
MA0028.2	ETV6	ENSG00000139083
MA0028.2	ETV7	ENSG00000010030
MA0028.2	SPIB	ENSG00000269404
MA0028.2	SPIC	ENSG00000166211
MA0028.2	EHF	ENSG00000135373
MA0028.2	ELF3	ENSG00000163435
MA0028.2	ELF5	ENSG00000135374
MA0028.2	ELF1	ENSG00000120690
MA0028.2	ELF2	ENSG00000109381
MA0028.2	ELF4	ENSG00000102034
MA0028.2	ELK3	ENSG00000111145
MA0028.2	ELK4	ENSG00000158711
MA0028.2	ETV1	ENSG00000006468
MA0028.2	ETV4	ENSG00000175832
MA0028.2	ETV5	ENSG00000244405
MA0028.2	ERF	ENSG00000105722
MA0028.2	ETV2	ENSG00000105672
MA0028.2	FLI1	ENSG00000151702
MA0028.2	ERG	ENSG00000157554
MA0028.2	FEV	ENSG00000163497
MA0028.2	ETV3	ENSG00000117036
MA0028.2	ETV3L	ENSG00000253831
MA0030.1	FOXI1	ENSG00000168269
MA0030.1	FOXI2	ENSG00000186766
MA0030.1	FOXI3	ENSG00000214336
MA0030.1	FOXH1	ENSG00000160973
MA0030.1	FOXG1	ENSG00000176165
MA0030.1	FOXF1	ENSG00000103241
MA0030.1	FOXE1	ENSG00000178919
MA0030.1	FOXE3	ENSG00000186790
MA0030.1	FOXD1	ENSG00000251493
MA0030.1	FOXD4L6	ENSG00000273514
MA0030.1	FOXD2	ENSG00000186564
MA0030.1	FOXD3	ENSG00000187140
MA0030.1	FOXD4	ENSG00000170122
MA0030.1	FOXD4L1	ENSG00000184492
MA0030.1	FOXD4L3	ENSG00000187559
MA0030.1	FOXD4L4	ENSG00000184659
MA0030.1	FOXD4L5	ENSG00000204779
MA0030.1	FOXC1	ENSG00000054598
MA0030.1	FOXC2	ENSG00000176692
MA0030.1	FOXB1	ENSG00000171956
MA0030.1	FOXB2	ENSG00000204612
MA0030.1	FOXS1	ENSG00000179772
MA0030.1	FOXR1	ENSG00000176302
MA0030.1	FOXR2	ENSG00000189299
MA0030.1	FOXQ1	ENSG00000164379
MA0030.1	FOXP1	ENSG00000114861
MA0030.1	FOXP2	ENSG00000128573
MA0030.1	FOXP3	ENSG00000049768
MA0030.1	FOXP4	ENSG00000137166
MA0030.1	FOXO1	ENSG00000150907
MA0030.1	FOXO3	ENSG00000118689
MA0030.1	FOXO4	ENSG00000184481
MA0030.1	FOXO6	ENSG00000204060
MA0030.1	FOXN1	ENSG00000109101
MA0030.1	FOXN2	ENSG00000170802
MA0030.1	FOXN3	ENSG00000053254
MA0030.1	FOXN4	ENSG00000139445
MA0030.1	FOXM1	ENSG00000111206
MA0030.1	FOXL1	ENSG00000176678
MA0030.1	FOXL2	ENSG00000183770
MA0030.1	FOXK1	ENSG00000164916
MA0030.1	FOXK2	ENSG00000141568
MA0030.1	FOXJ1	ENSG00000129654
MA0030.1	FOXJ2	ENSG00000065970
MA0030.1	FOXJ3	ENSG00000198815
MA0030.1	FOXA1	ENSG00000129514
MA0030.1	FOXA2	ENSG00000125798
MA0030.1	FOXA3	ENSG00000170608
MA0031.1	FOXI1	ENSG00000168269
MA0031.1	FOXI2	ENSG00000186766
MA0031.1	FOXI3	ENSG00000214336
MA0031.1	FOXH1	ENSG00000160973
MA0031.1	FOXG1	ENSG00000176165
MA0031.1	FOXF1	ENSG00000103241
MA0031.1	FOXF2	ENSG00000137273
MA0031.1	FOXE1	ENSG00000178919
MA0031.1	FOXE3	ENSG00000186790
MA0031.1	FOXD4L6	ENSG00000273514
MA0031.1	FOXD2	ENSG00000186564
MA0031.1	FOXD3	ENSG00000187140
MA0031.1	FOXD4	ENSG00000170122
MA0031.1	FOXD4L1	ENSG00000184492
MA0031.1	FOXD4L3	ENSG00000187559
MA0031.1	FOXD4L4	ENSG00000184659
MA0031.1	FOXD4L5	ENSG00000204779
MA0031.1	FOXC1	ENSG00000054598
MA0031.1	FOXC2	ENSG00000176692
MA0031.1	FOXB1	ENSG00000171956
MA0031.1	FOXB2	ENSG00000204612
MA0031.1	FOXS1	ENSG00000179772
MA0031.1	FOXR1	ENSG00000176302
MA0031.1	FOXR2	ENSG00000189299
MA0031.1	FOXQ1	ENSG00000164379
MA0031.1	FOXP1	ENSG00000114861
MA0031.1	FOXP2	ENSG00000128573
MA0031.1	FOXP3	ENSG00000049768
MA0031.1	FOXP4	ENSG00000137166
MA0031.1	FOXO1	ENSG00000150907
MA0031.1	FOXO3	ENSG00000118689
MA0031.1	FOXO4	ENSG00000184481
MA0031.1	FOXO6	ENSG00000204060
MA0031.1	FOXN1	ENSG00000109101
MA0031.1	FOXN2	ENSG00000170802
MA0031.1	FOXN3	ENSG00000053254
MA0031.1	FOXN4	ENSG00000139445
MA0031.1	FOXM1	ENSG00000111206
MA0031.1	FOXL1	ENSG00000176678
MA0031.1	FOXL2	ENSG00000183770
MA0031.1	FOXK1	ENSG00000164916
MA0031.1	FOXK2	ENSG00000141568
MA0031.1	FOXJ1	ENSG00000129654
MA0031.1	FOXJ2	ENSG00000065970
MA0031.1	FOXJ3	ENSG00000198815
MA0031.1	FOXA1	ENSG00000129514
MA0031.1	FOXA2	ENSG00000125798
MA0031.1	FOXA3	ENSG00000170608
MA0032.2	FOXI1	ENSG00000168269
MA0032.2	FOXI2	ENSG00000186766
MA0032.2	FOXI3	ENSG00000214336
MA0032.2	FOXH1	ENSG00000160973
MA0032.2	FOXG1	ENSG00000176165
MA0032.2	FOXF1	ENSG00000103241
MA0032.2	FOXF2	ENSG00000137273
MA0032.2	FOXE1	ENSG00000178919
MA0032.2	FOXE3	ENSG00000186790
MA0032.2	FOXD1	ENSG00000251493
MA0032.2	FOXD4L6	ENSG00000273514
MA0032.2	FOXD2	ENSG00000186564
MA0032.2	FOXD3	ENSG00000187140
MA0032.2	FOXD4	ENSG00000170122
MA0032.2	FOXD4L1	ENSG00000184492
MA0032.2	FOXD4L3	ENSG00000187559
MA0032.2	FOXD4L4	ENSG00000184659
MA0032.2	FOXD4L5	ENSG00000204779
MA0032.2	FOXC2	ENSG00000176692
MA0032.2	FOXB1	ENSG00000171956
MA0032.2	FOXB2	ENSG00000204612
MA0032.2	FOXS1	ENSG00000179772
MA0032.2	FOXR1	ENSG00000176302
MA0032.2	FOXR2	ENSG00000189299
MA0032.2	FOXQ1	ENSG00000164379
MA0032.2	FOXP1	ENSG00000114861
MA0032.2	FOXP2	ENSG00000128573
MA0032.2	FOXP3	ENSG00000049768
MA0032.2	FOXP4	ENSG00000137166
MA0032.2	FOXO1	ENSG00000150907
MA0032.2	FOXO3	ENSG00000118689
MA0032.2	FOXO4	ENSG00000184481
MA0032.2	FOXO6	ENSG00000204060
MA0032.2	FOXN1	ENSG00000109101
MA0032.2	FOXN2	ENSG00000170802
MA0032.2	FOXN3	ENSG00000053254
MA0032.2	FOXN4	ENSG00000139445
MA0032.2	FOXM1	ENSG00000111206
MA0032.2	FOXL1	ENSG00000176678
MA0032.2	FOXL2	ENSG00000183770
MA0032.2	FOXK1	ENSG00000164916
MA0032.2	FOXK2	ENSG00000141568
MA0032.2	FOXJ1	ENSG00000129654
MA0032.2	FOXJ2	ENSG00000065970
MA0032.2	FOXJ3	ENSG00000198815
MA0032.2	FOXA1	ENSG00000129514
MA0032.2	FOXA2	ENSG00000125798
MA0032.2	FOXA3	ENSG00000170608
MA0033.2	FOXI1	ENSG00000168269
MA0033.2	FOXI2	ENSG00000186766
MA0033.2	FOXI3	ENSG00000214336
MA0033.2	FOXH1	ENSG00000160973
MA0033.2	FOXG1	ENSG00000176165
MA0033.2	FOXF1	ENSG00000103241
MA0033.2	FOXF2	ENSG00000137273
MA0033.2	FOXE1	ENSG00000178919
MA0033.2	FOXE3	ENSG00000186790
MA0033.2	FOXD1	ENSG00000251493
MA0033.2	FOXD4L6	ENSG00000273514
MA0033.2	FOXD2	ENSG00000186564
MA0033.2	FOXD3	ENSG00000187140
MA0033.2	FOXD4	ENSG00000170122
MA0033.2	FOXD4L1	ENSG00000184492
MA0033.2	FOXD4L3	ENSG00000187559
MA0033.2	FOXD4L4	ENSG00000184659
MA0033.2	FOXD4L5	ENSG00000204779
MA0033.2	FOXC1	ENSG00000054598
MA0033.2	FOXC2	ENSG00000176692
MA0033.2	FOXB1	ENSG00000171956
MA0033.2	FOXB2	ENSG00000204612
MA0033.2	FOXS1	ENSG00000179772
MA0033.2	FOXR1	ENSG00000176302
MA0033.2	FOXR2	ENSG00000189299
MA0033.2	FOXQ1	ENSG00000164379
MA0033.2	FOXP1	ENSG00000114861
MA0033.2	FOXP2	ENSG00000128573
MA0033.2	FOXP3	ENSG00000049768
MA0033.2	FOXP4	ENSG00000137166
MA0033.2	FOXO1	ENSG00000150907
MA0033.2	FOXO3	ENSG00000118689
MA0033.2	FOXO4	ENSG00000184481
MA0033.2	FOXO6	ENSG00000204060
MA0033.2	FOXN1	ENSG00000109101
MA0033.2	FOXN2	ENSG00000170802
MA0033.2	FOXN3	ENSG00000053254
MA0033.2	FOXN4	ENSG00000139445
MA0033.2	FOXM1	ENSG00000111206
MA0033.2	FOXL2	ENSG00000183770
MA0033.2	FOXK1	ENSG00000164916
MA0033.2	FOXK2	ENSG00000141568
MA0033.2	FOXJ1	ENSG00000129654
MA0033.2	FOXJ2	ENSG00000065970
MA0033.2	FOXJ3	ENSG00000198815
MA0033.2	FOXA1	ENSG00000129514
MA0033.2	FOXA2	ENSG00000125798
MA0033.2	FOXA3	ENSG00000170608
MA0035.3	GATAD1	ENSG00000157259
MA0035.3	DNMT3B	ENSG00000088305
MA0035.3	DNMT3L	ENSG00000142182
MA0035.3	ATRX	ENSG00000085224
MA0035.3	TRPS1	ENSG00000104447
MA0035.3	RERE	ENSG00000142599
MA0035.3	MTA1	ENSG00000182979
MA0035.3	MTA2	ENSG00000149480
MA0035.3	MTA3	ENSG00000057935
MA0035.3	ZGLP1	ENSG00000220201
MA0035.3	DNMT3A	ENSG00000119772
MA0035.3	GATA2	ENSG00000179348
MA0035.3	GATA3	ENSG00000107485
MA0035.3	GATA4	ENSG00000136574
MA0035.3	GATA5	ENSG00000130700
MA0035.3	GATA6	ENSG00000141448
MA0036.2	GATAD1	ENSG00000157259
MA0036.2	DNMT3B	ENSG00000088305
MA0036.2	DNMT3L	ENSG00000142182
MA0036.2	ATRX	ENSG00000085224
MA0036.2	TRPS1	ENSG00000104447
MA0036.2	RERE	ENSG00000142599
MA0036.2	MTA1	ENSG00000182979
MA0036.2	MTA2	ENSG00000149480
MA0036.2	MTA3	ENSG00000057935
MA0036.2	ZGLP1	ENSG00000220201
MA0036.2	DNMT3A	ENSG00000119772
MA0036.2	GATA1	ENSG00000102145
MA0036.2	GATA3	ENSG00000107485
MA0036.2	GATA4	ENSG00000136574
MA0036.2	GATA5	ENSG00000130700
MA0036.2	GATA6	ENSG00000141448
MA0037.2	GATAD1	ENSG00000157259
MA0037.2	DNMT3B	ENSG00000088305
MA0037.2	DNMT3L	ENSG00000142182
MA0037.2	ATRX	ENSG00000085224
MA0037.2	TRPS1	ENSG00000104447
MA0037.2	RERE	ENSG00000142599
MA0037.2	MTA1	ENSG00000182979
MA0037.2	MTA2	ENSG00000149480
MA0037.2	MTA3	ENSG00000057935
MA0037.2	ZGLP1	ENSG00000220201
MA0037.2	DNMT3A	ENSG00000119772
MA0037.2	GATA1	ENSG00000102145
MA0037.2	GATA2	ENSG00000179348
MA0037.2	GATA4	ENSG00000136574
MA0037.2	GATA5	ENSG00000130700
MA0037.2	GATA6	ENSG00000141448
MA0039.2	EGR1	ENSG00000120738
MA0039.2	EGR2	ENSG00000122877
MA0039.2	EGR3	ENSG00000179388
MA0039.2	EGR4	ENSG00000135625
MA0039.2	KLF1	ENSG00000105610
MA0039.2	KLF10	ENSG00000155090
MA0039.2	KLF11	ENSG00000172059
MA0039.2	KLF12	ENSG00000118922
MA0039.2	KLF13	ENSG00000169926
MA0039.2	KLF14	ENSG00000266265
MA0039.2	KLF15	ENSG00000163884
MA0039.2	KLF16	ENSG00000129911
MA0039.2	KLF17	ENSG00000171872
MA0039.2	KLF2	ENSG00000127528
MA0039.2	KLF3	ENSG00000109787
MA0039.2	KLF5	ENSG00000102554
MA0039.2	KLF6	ENSG00000067082
MA0039.2	KLF7	ENSG00000118263
MA0039.2	KLF8	ENSG00000102349
MA0039.2	KLF9	ENSG00000119138
MA0039.2	SP1	ENSG00000185591
MA0039.2	SP2	ENSG00000167182
MA0039.2	SP3	ENSG00000172845
MA0039.2	SP4	ENSG00000105866
MA0039.2	SP5	ENSG00000204335
MA0039.2	SP6	ENSG00000189120
MA0039.2	SP7	ENSG00000170374
MA0039.2	SP8	ENSG00000164651
MA0039.2	SP9	ENSG00000217236
MA0040.1	FOXI1	ENSG00000168269
MA0040.1	FOXI2	ENSG00000186766
MA0040.1	FOXI3	ENSG00000214336
MA0040.1	FOXH1	ENSG00000160973
MA0040.1	FOXG1	ENSG00000176165
MA0040.1	FOXF1	ENSG00000103241
MA0040.1	FOXF2	ENSG00000137273
MA0040.1	FOXE1	ENSG00000178919
MA0040.1	FOXE3	ENSG00000186790
MA0040.1	FOXD1	ENSG00000251493
MA0040.1	FOXD4L6	ENSG00000273514
MA0040.1	FOXD2	ENSG00000186564
MA0040.1	FOXD3	ENSG00000187140
MA0040.1	FOXD4	ENSG00000170122
MA0040.1	FOXD4L1	ENSG00000184492
MA0040.1	FOXD4L3	ENSG00000187559
MA0040.1	FOXD4L4	ENSG00000184659
MA0040.1	FOXD4L5	ENSG00000204779
MA0040.1	FOXC1	ENSG00000054598
MA0040.1	FOXC2	ENSG00000176692
MA0040.1	FOXB1	ENSG00000171956
MA0040.1	FOXB2	ENSG00000204612
MA0040.1	FOXS1	ENSG00000179772
MA0040.1	FOXR1	ENSG00000176302
MA0040.1	FOXR2	ENSG00000189299
MA0040.1	FOXP1	ENSG00000114861
MA0040.1	FOXP2	ENSG00000128573
MA0040.1	FOXP3	ENSG00000049768
MA0040.1	FOXP4	ENSG00000137166
MA0040.1	FOXO1	ENSG00000150907
MA0040.1	FOXO3	ENSG00000118689
MA0040.1	FOXO4	ENSG00000184481
MA0040.1	FOXO6	ENSG00000204060
MA0040.1	FOXN1	ENSG00000109101
MA0040.1	FOXN2	ENSG00000170802
MA0040.1	FOXN3	ENSG00000053254
MA0040.1	FOXN4	ENSG00000139445
MA0040.1	FOXM1	ENSG00000111206
MA0040.1	FOXL1	ENSG00000176678
MA0040.1	FOXL2	ENSG00000183770
MA0040.1	FOXK1	ENSG00000164916
MA0040.1	FOXK2	ENSG00000141568
MA0040.1	FOXJ1	ENSG00000129654
MA0040.1	FOXJ2	ENSG00000065970
MA0040.1	FOXJ3	ENSG00000198815
MA0040.1	FOXA1	ENSG00000129514
MA0040.1	FOXA2	ENSG00000125798
MA0040.1	FOXA3	ENSG00000170608
MA0041.1	FOXI1	ENSG00000168269
MA0041.1	FOXI2	ENSG00000186766
MA0041.1	FOXI3	ENSG00000214336
MA0041.1	FOXH1	ENSG00000160973
MA0041.1	FOXG1	ENSG00000176165
MA0041.1	FOXF1	ENSG00000103241
MA0041.1	FOXF2	ENSG00000137273
MA0041.1	FOXE1	ENSG00000178919
MA0041.1	FOXE3	ENSG00000186790
MA0041.1	FOXD1	ENSG00000251493
MA0041.1	FOXD4L6	ENSG00000273514
MA0041.1	FOXD2	ENSG00000186564
MA0041.1	FOXD4	ENSG00000170122
MA0041.1	FOXD4L1	ENSG00000184492
MA0041.1	FOXD4L3	ENSG00000187559
MA0041.1	FOXD4L4	ENSG00000184659
MA0041.1	FOXD4L5	ENSG00000204779
MA0041.1	FOXC1	ENSG00000054598
MA0041.1	FOXC2	ENSG00000176692
MA0041.1	FOXB1	ENSG00000171956
MA0041.1	FOXB2	ENSG00000204612
MA0041.1	FOXS1	ENSG00000179772
MA0041.1	FOXR1	ENSG00000176302
MA0041.1	FOXR2	ENSG00000189299
MA0041.1	FOXQ1	ENSG00000164379
MA0041.1	FOXP1	ENSG00000114861
MA0041.1	FOXP2	ENSG00000128573
MA0041.1	FOXP3	ENSG00000049768
MA0041.1	FOXP4	ENSG00000137166
MA0041.1	FOXO1	ENSG00000150907
MA0041.1	FOXO3	ENSG00000118689
MA0041.1	FOXO4	ENSG00000184481
MA0041.1	FOXO6	ENSG00000204060
MA0041.1	FOXN1	ENSG00000109101
MA0041.1	FOXN2	ENSG00000170802
MA0041.1	FOXN3	ENSG00000053254
MA0041.1	FOXN4	ENSG00000139445
MA0041.1	FOXM1	ENSG00000111206
MA0041.1	FOXL1	ENSG00000176678
MA0041.1	FOXL2	ENSG00000183770
MA0041.1	FOXK1	ENSG00000164916
MA0041.1	FOXK2	ENSG00000141568
MA0041.1	FOXJ1	ENSG00000129654
MA0041.1	FOXJ2	ENSG00000065970
MA0041.1	FOXJ3	ENSG00000198815
MA0041.1	FOXA1	ENSG00000129514
MA0041.1	FOXA2	ENSG00000125798
MA0041.1	FOXA3	ENSG00000170608
MA0042.2	FOXI2	ENSG00000186766
MA0042.2	FOXI3	ENSG00000214336
MA0042.2	FOXH1	ENSG00000160973
MA0042.2	FOXG1	ENSG00000176165
MA0042.2	FOXF1	ENSG00000103241
MA0042.2	FOXF2	ENSG00000137273
MA0042.2	FOXE1	ENSG00000178919
MA0042.2	FOXE3	ENSG00000186790
MA0042.2	FOXD1	ENSG00000251493
MA0042.2	FOXD4L6	ENSG00000273514
MA0042.2	FOXD2	ENSG00000186564
MA0042.2	FOXD3	ENSG00000187140
MA0042.2	FOXD4	ENSG00000170122
MA0042.2	FOXD4L1	ENSG00000184492
MA0042.2	FOXD4L3	ENSG00000187559
MA0042.2	FOXD4L4	ENSG00000184659
MA0042.2	FOXD4L5	ENSG00000204779
MA0042.2	FOXC1	ENSG00000054598
MA0042.2	FOXC2	ENSG00000176692
MA0042.2	FOXB1	ENSG00000171956
MA0042.2	FOXB2	ENSG00000204612
MA0042.2	FOXS1	ENSG00000179772
MA0042.2	FOXR1	ENSG00000176302
MA0042.2	FOXR2	ENSG00000189299
MA0042.2	FOXQ1	ENSG00000164379
MA0042.2	FOXP1	ENSG00000114861
MA0042.2	FOXP2	ENSG00000128573
MA0042.2	FOXP3	ENSG00000049768
MA0042.2	FOXP4	ENSG00000137166
MA0042.2	FOXO1	ENSG00000150907
MA0042.2	FOXO3	ENSG00000118689
MA0042.2	FOXO4	ENSG00000184481
MA0042.2	FOXO6	ENSG00000204060
MA0042.2	FOXN1	ENSG00000109101
MA0042.2	FOXN2	ENSG00000170802
MA0042.2	FOXN3	ENSG00000053254
MA0042.2	FOXN4	ENSG00000139445
MA0042.2	FOXM1	ENSG00000111206
MA0042.2	FOXL1	ENSG00000176678
MA0042.2	FOXL2	ENSG00000183770
MA0042.2	FOXK1	ENSG00000164916
MA0042.2	FOXK2	ENSG00000141568
MA0042.2	FOXJ1	ENSG00000129654
MA0042.2	FOXJ2	ENSG00000065970
MA0042.2	FOXJ3	ENSG00000198815
MA0042.2	FOXA1	ENSG00000129514
MA0042.2	FOXA2	ENSG00000125798
MA0042.2	FOXA3	ENSG00000170608
MA0043.2	DBP	ENSG00000105516
MA0043.2	TEF	ENSG00000167074
MA0043.2	NFIL3	ENSG00000165030
MA0043.2	DDIT3	ENSG00000175197
MA0047.2	FOXI1	ENSG00000168269
MA0047.2	FOXI2	ENSG00000186766
MA0047.2	FOXI3	ENSG00000214336
MA0047.2	FOXH1	ENSG00000160973
MA0047.2	FOXG1	ENSG00000176165
MA0047.2	FOXF1	ENSG00000103241
MA0047.2	FOXF2	ENSG00000137273
MA0047.2	FOXE1	ENSG00000178919
MA0047.2	FOXE3	ENSG00000186790
MA0047.2	FOXD1	ENSG00000251493
MA0047.2	FOXD4L6	ENSG00000273514
MA0047.2	FOXD2	ENSG00000186564
MA0047.2	FOXD3	ENSG00000187140
MA0047.2	FOXD4	ENSG00000170122
MA0047.2	FOXD4L1	ENSG00000184492
MA0047.2	FOXD4L3	ENSG00000187559
MA0047.2	FOXD4L4	ENSG00000184659
MA0047.2	FOXD4L5	ENSG00000204779
MA0047.2	FOXC1	ENSG00000054598
MA0047.2	FOXC2	ENSG00000176692
MA0047.2	FOXB1	ENSG00000171956
MA0047.2	FOXB2	ENSG00000204612
MA0047.2	FOXS1	ENSG00000179772
MA0047.2	FOXR1	ENSG00000176302
MA0047.2	FOXR2	ENSG00000189299
MA0047.2	FOXQ1	ENSG00000164379
MA0047.2	FOXP1	ENSG00000114861
MA0047.2	FOXP2	ENSG00000128573
MA0047.2	FOXP3	ENSG00000049768
MA0047.2	FOXP4	ENSG00000137166
MA0047.2	FOXO1	ENSG00000150907
MA0047.2	FOXO3	ENSG00000118689
MA0047.2	FOXO4	ENSG00000184481
MA0047.2	FOXO6	ENSG00000204060
MA0047.2	FOXN1	ENSG00000109101
MA0047.2	FOXN2	ENSG00000170802
MA0047.2	FOXN3	ENSG00000053254
MA0047.2	FOXN4	ENSG00000139445
MA0047.2	FOXM1	ENSG00000111206
MA0047.2	FOXL1	ENSG00000176678
MA0047.2	FOXL2	ENSG00000183770
MA0047.2	FOXK1	ENSG00000164916
MA0047.2	FOXK2	ENSG00000141568
MA0047.2	FOXJ1	ENSG00000129654
MA0047.2	FOXJ2	ENSG00000065970
MA0047.2	FOXJ3	ENSG00000198815
MA0047.2	FOXA1	ENSG00000129514
MA0047.2	FOXA3	ENSG00000170608
MA0048.2	BHLHA9	ENSG00000205899
MA0048.2	NEUROD1	ENSG00000162992
MA0048.2	BHLHE22	ENSG00000180828
MA0048.2	BHLHE23	ENSG00000125533
MA0048.2	NEUROD2	ENSG00000171532
MA0048.2	NEUROD4	ENSG00000123307
MA0048.2	NEUROD6	ENSG00000164600
MA0048.2	MESP1	ENSG00000166823
